"Date","Price","Open","High","Low","Vol.","Change %"
"02/12/2023","148.760","151.500","152.700","148.250","1.01K","-1.81%"
"02/11/2023","151.500","144.770","151.520","144.700","0.83K","4.65%"
"02/10/2023","144.770","141.990","147.800","141.750","2.27K","1.96%"
"02/09/2023","141.990","154.730","156.700","140.000","2.66K","-8.23%"
"02/08/2023","154.730","156.570","157.740","152.000","2.59K","-1.18%"
"02/07/2023","156.570","153.730","157.250","152.430","5.94K","1.85%"
"02/06/2023","153.730","154.520","157.000","151.700","1.30K","-0.51%"
"02/05/2023","154.520","159.670","160.850","153.060","3.24K","-3.12%"
"02/04/2023","159.490","159.130","162.010","158.300","1.66K","0.23%"
"02/03/2023","159.130","158.820","160.790","157.800","2.86K","0.34%"
"02/02/2023","158.590","161.450","164.350","158.160","2.18K","-1.77%"
"02/01/2023","161.450","163.600","163.790","158.900","2.60K","-1.31%"
"01/31/2023","163.600","162.390","165.720","158.910","2.82K","0.75%"
"01/30/2023","162.390","171.590","171.950","161.210","2.89K","-5.36%"
"01/29/2023","171.590","170.820","171.830","167.690","0.89K","0.45%"
"01/28/2023","170.820","165.600","171.180","163.860","2.09K","3.15%"
"01/27/2023","165.600","157.140","165.800","153.940","3.04K","5.38%"
"01/26/2023","157.140","158.900","163.650","156.950","2.46K","-1.11%"
"01/25/2023","158.900","158.150","161.250","152.990","2.14K","0.47%"
"01/24/2023","158.150","164.880","165.480","154.950","2.85K","-4.08%"
"01/23/2023","164.880","163.280","165.350","160.930","2.79K","0.98%"
"01/22/2023","163.280","159.200","166.720","159.200","2.65K","2.56%"
"01/21/2023","159.200","159.530","167.250","158.000","3.29K","-0.21%"
"01/20/2023","159.530","153.120","159.870","152.620","1.91K","4.19%"
"01/19/2023","153.120","150.780","153.120","145.000","3.20K","1.55%"
"01/18/2023","150.780","159.700","161.260","149.100","2.75K","-5.59%"
"01/17/2023","159.700","155.000","161.930","153.000","2.27K","3.03%"
"01/16/2023","155.000","160.520","165.430","153.350","4.45K","-3.44%"
"01/15/2023","160.520","161.680","163.270","158.360","4.03K","-0.72%"
"01/14/2023","161.680","157.390","172.700","157.390","9.70K","2.73%"
"01/13/2023","157.390","153.430","157.450","151.350","3.78K","2.58%"
"01/12/2023","153.430","156.810","158.040","152.490","3.09K","-2.16%"
"01/11/2023","156.810","150.430","158.500","149.230","4.42K","4.24%"
"01/10/2023","150.430","148.050","151.700","146.570","2.41K","1.61%"
"01/09/2023","148.050","145.700","150.330","145.260","1.97K","1.61%"
"01/08/2023","145.700","146.300","149.010","144.750","2.28K","-0.41%"
"01/07/2023","146.300","145.400","146.300","144.450","3.46K","0.62%"
"01/06/2023","145.400","148.270","150.680","144.510","2.39K","-1.94%"
"01/05/2023","148.270","142.230","148.270","142.030","2.23K","4.25%"
"01/04/2023","142.230","140.510","143.480","140.510","5.32K","1.22%"
"01/03/2023","140.510","138.530","141.320","138.270","4.04K","1.43%"
"01/02/2023","138.530","138.880","140.000","138.530","2.12K","-0.25%"
"01/01/2023","138.880","137.080","139.350","136.440","1.51K","1.30%"
"12/31/2022","137.100","136.500","138.460","135.660","2.03K","0.44%"
"12/30/2022","136.500","136.590","136.970","135.330","2.16K","-0.07%"
"12/29/2022","136.590","137.940","138.000","135.920","4.03K","-0.98%"
"12/28/2022","137.940","136.440","138.000","134.960","2.82K","1.10%"
"12/27/2022","136.440","137.840","138.270","135.200","2.55K","-1.02%"
"12/26/2022","137.840","136.690","138.350","135.890","1.14K","0.84%"
"12/25/2022","136.690","134.850","136.930","134.770","2.09K","1.36%"
"12/24/2022","134.850","134.740","135.320","133.340","0.87K","0.08%"
"12/23/2022","134.740","137.170","138.150","131.200","8.23K","-1.77%"
"12/22/2022","137.170","138.780","139.600","135.790","3.82K","-1.16%"
"12/21/2022","138.780","138.390","140.250","138.000","2.44K","0.28%"
"12/20/2022","138.390","135.740","138.750","135.740","1.31K","1.95%"
"12/19/2022","135.740","136.800","137.550","134.670","3.54K","-0.77%"
"12/18/2022","136.800","135.470","138.110","135.040","1.77K","0.98%"
"12/17/2022","135.470","134.200","136.190","130.820","1.73K","0.95%"
"12/16/2022","134.200","140.120","140.310","132.770","1.43K","-4.22%"
"12/15/2022","140.120","139.270","141.050","137.500","2.02K","0.61%"
"12/14/2022","139.270","142.650","143.360","137.670","2.70K","-2.37%"
"12/13/2022","142.650","142.840","143.950","140.700","3.10K","-0.13%"
"12/12/2022","142.840","143.310","144.070","140.750","4.54K","-0.33%"
"12/11/2022","143.310","141.930","144.460","141.410","2.21K","0.97%"
"12/10/2022","141.930","141.180","143.120","140.820","1.01K","0.53%"
"12/09/2022","141.180","140.000","141.540","138.290","3.89K","0.84%"
"12/08/2022","140.000","136.940","140.620","136.190","1.75K","2.23%"
"12/07/2022","136.940","136.890","137.750","134.550","2.50K","0.04%"
"12/06/2022","136.890","138.350","139.200","135.050","3.65K","-1.06%"
"12/05/2022","138.350","135.000","138.910","134.300","3.47K","2.48%"
"12/04/2022","135.000","138.120","139.930","135.000","2.47K","-2.26%"
"12/03/2022","138.120","138.120","140.820","136.600","6.92K","0.00%"
"12/02/2022","138.120","137.480","139.250","136.400","4.03K","0.47%"
"12/01/2022","137.480","136.470","138.700","135.070","5.78K","0.74%"
"11/30/2022","136.470","133.060","137.370","133.060","4.56K","2.56%"
"11/29/2022","133.060","130.440","134.710","129.760","4.55K","2.01%"
"11/28/2022","130.440","131.240","132.040","128.120","2.55K","-0.61%"
"11/27/2022","131.240","133.430","134.050","131.210","2.91K","-1.64%"
"11/26/2022","133.430","131.010","133.870","130.640","3.45K","1.85%"
"11/25/2022","131.010","131.150","132.540","128.330","1.28K","-0.20%"
"11/24/2022","131.270","129.470","131.830","128.030","2.94K","1.39%"
"11/23/2022","129.470","129.980","132.450","128.500","4.47K","-0.39%"
"11/22/2022","129.980","122.910","130.470","121.790","8.00K","5.75%"
"11/21/2022","122.910","125.320","132.000","122.680","7.43K","-1.95%"
"11/20/2022","125.350","129.970","129.970","124.340","3.75K","-3.55%"
"11/19/2022","129.970","129.150","130.200","127.690","0.87K","1.01%"
"11/18/2022","128.670","128.980","129.420","126.900","3.64K","1.04%"
"11/17/2022","127.350","127.570","128.350","125.720","3.03K","0.39%"
"11/16/2022","126.850","124.510","127.070","121.840","5.24K","1.88%"
"11/15/2022","124.510","125.880","127.490","123.040","4.76K","-1.09%"
"11/14/2022","125.880","122.950","126.350","118.180","4.32K","2.38%"
"11/13/2022","122.950","123.800","126.410","121.660","2.69K","-0.69%"
"11/12/2022","123.800","123.380","125.000","120.260","4.08K","0.34%"
"11/11/2022","123.380","130.720","131.990","118.780","4.35K","-5.62%"
"11/10/2022","130.720","119.530","132.600","118.390","5.77K","9.36%"
"11/09/2022","119.530","137.740","139.470","115.330","8.49K","-13.22%"
"11/08/2022","137.740","155.130","156.920","130.000","11.07K","-11.21%"
"11/07/2022","155.130","156.230","159.420","153.060","3.20K","-0.70%"
"11/06/2022","156.230","158.030","161.000","155.510","4.70K","-1.14%"
"11/05/2022","158.030","159.200","162.500","157.120","2.41K","-0.73%"
"11/04/2022","159.200","153.250","159.200","152.540","2.43K","3.88%"
"11/03/2022","153.250","149.810","153.800","149.760","1.47K","2.30%"
"11/02/2022","149.810","151.330","152.800","147.800","3.56K","-1.00%"
"11/01/2022","151.330","151.100","152.870","149.650","2.26K","0.15%"
"10/31/2022","151.100","148.060","151.800","147.660","3.94K","2.05%"
"10/30/2022","148.060","149.490","150.990","146.710","2.28K","-0.96%"
"10/29/2022","149.490","147.380","149.800","146.610","1.36K","1.43%"
"10/28/2022","147.380","146.100","148.850","144.620","2.49K","0.88%"
"10/27/2022","146.100","145.550","149.590","145.540","3.19K","0.38%"
"10/26/2022","145.550","144.960","147.000","144.300","1.29K","0.41%"
"10/25/2022","144.960","144.940","147.000","144.090","1.50K","0.01%"
"10/24/2022","144.940","146.690","146.710","143.330","3.13K","-1.19%"
"10/23/2022","146.690","144.940","146.710","144.010","0.88K","1.21%"
"10/22/2022","144.940","142.730","145.000","141.690","0.97K","1.55%"
"10/21/2022","142.730","144.240","146.580","140.400","8.35K","-1.05%"
"10/20/2022","144.240","148.220","151.560","143.160","9.33K","-2.69%"
"10/19/2022","148.220","148.190","151.500","147.590","5.41K","0.02%"
"10/18/2022","148.190","145.890","150.000","144.960","4.62K","1.58%"
"10/17/2022","145.890","146.790","148.190","144.660","6.67K","-0.61%"
"10/16/2022","146.790","143.820","147.300","143.820","2.97K","2.07%"
"10/15/2022","143.820","144.800","145.890","143.210","0.66K","-0.68%"
"10/14/2022","144.800","146.100","149.000","144.130","1.35K","-0.89%"
"10/13/2022","146.100","149.270","149.640","139.880","3.57K","-2.12%"
"10/12/2022","149.270","149.040","151.060","147.280","1.32K","0.15%"
"10/11/2022","149.040","146.390","149.360","144.590","1.60K","1.81%"
"10/10/2022","146.390","149.770","152.380","146.250","2.21K","-2.26%"
"10/09/2022","149.770","151.430","152.820","149.100","1.79K","-1.10%"
"10/08/2022","151.430","150.590","152.360","149.160","1.89K","0.56%"
"10/07/2022","150.590","152.450","152.600","148.020","1.93K","-1.22%"
"10/06/2022","152.450","147.890","155.890","146.050","9.67K","3.08%"
"10/05/2022","147.890","147.130","148.810","145.420","4.11K","0.52%"
"10/04/2022","147.130","144.200","152.620","144.200","6.26K","2.03%"
"10/03/2022","144.200","139.770","144.340","139.770","2.13K","3.17%"
"10/02/2022","139.770","144.080","145.130","139.570","1.69K","-2.99%"
"10/01/2022","144.080","150.200","153.300","144.000","1.52K","-4.07%"
"09/30/2022","150.200","150.760","154.000","149.440","1.67K","-0.37%"
"09/29/2022","150.760","151.680","153.840","149.980","1.91K","-0.61%"
"09/28/2022","151.680","150.700","153.150","147.000","1.85K","0.65%"
"09/27/2022","150.700","151.550","158.540","149.190","6.63K","-0.56%"
"09/26/2022","151.550","145.800","152.000","145.150","2.64K","3.94%"
"09/25/2022","145.800","145.920","149.100","144.760","1.30K","-0.08%"
"09/24/2022","145.920","146.000","148.280","145.030","1.89K","-0.05%"
"09/23/2022","146.000","146.300","148.290","141.710","4.52K","-0.21%"
"09/22/2022","146.300","138.010","146.300","136.720","2.25K","6.01%"
"09/21/2022","138.010","143.200","146.860","136.990","5.05K","-3.62%"
"09/20/2022","143.200","140.100","143.670","139.300","1.87K","2.21%"
"09/19/2022","140.100","140.310","141.670","135.390","1.85K","-0.15%"
"09/18/2022","140.310","147.450","148.600","137.890","1.57K","-4.84%"
"09/17/2022","147.450","149.070","151.650","147.170","1.97K","-1.09%"
"09/16/2022","149.070","146.100","149.220","144.250","1.23K","2.03%"
"09/15/2022","146.100","150.110","152.130","144.000","4.53K","-2.67%"
"09/14/2022","150.110","145.690","151.990","145.400","3.44K","3.03%"
"09/13/2022","145.690","161.920","162.950","145.690","3.91K","-10.02%"
"09/12/2022","161.920","157.900","164.100","155.930","4.23K","2.55%"
"09/11/2022","157.900","156.700","158.470","153.610","2.43K","0.77%"
"09/10/2022","156.700","160.340","160.590","156.370","0.88K","-2.27%"
"09/09/2022","160.340","152.130","160.340","151.230","5.73K","5.40%"
"09/08/2022","152.130","149.000","153.000","147.810","2.23K","2.10%"
"09/07/2022","149.000","146.710","152.660","143.430","2.15K","1.78%"
"09/06/2022","146.390","157.890","160.350","146.390","4.08K","-7.28%"
"09/05/2022","157.890","157.270","159.030","156.290","1.66K","0.39%"
"09/04/2022","157.270","154.980","157.290","154.350","0.93K","1.48%"
"09/03/2022","154.980","154.340","155.550","152.770","0.77K","0.41%"
"09/02/2022","154.340","154.880","155.490","150.880","1.23K","-0.35%"
"09/01/2022","154.880","148.400","155.550","148.310","1.33K","4.37%"
"08/31/2022","148.400","148.440","152.740","147.660","3.51K","-0.03%"
"08/30/2022","148.440","152.620","153.320","147.220","4.31K","-2.74%"
"08/29/2022","152.620","147.380","153.000","144.780","1.91K","3.56%"
"08/28/2022","147.380","146.320","149.810","145.000","1.23K","0.72%"
"08/27/2022","146.320","143.060","146.550","142.590","1.24K","2.28%"
"08/26/2022","143.060","154.500","154.910","142.220","3.22K","-7.40%"
"08/25/2022","154.500","151.270","155.840","150.910","1.70K","2.14%"
"08/24/2022","151.270","155.340","155.470","150.590","2.06K","-2.62%"
"08/23/2022","155.340","154.430","156.660","151.620","2.01K","0.59%"
"08/22/2022","154.430","154.040","154.960","150.030","4.03K","0.25%"
"08/21/2022","154.040","148.640","157.040","148.460","2.16K","3.63%"
"08/20/2022","148.640","142.000","148.940","141.580","1.40K","4.68%"
"08/19/2022","142.000","159.550","159.640","141.260","7.20K","-11.00%"
"08/18/2022","159.550","165.380","167.140","158.010","2.90K","-3.53%"
"08/17/2022","165.380","166.540","167.710","157.130","5.70K","-0.70%"
"08/16/2022","166.540","160.760","171.150","159.250","5.02K","3.59%"
"08/15/2022","160.770","163.120","165.990","158.950","3.26K","-1.44%"
"08/14/2022","163.120","163.850","165.000","160.280","2.67K","-0.45%"
"08/13/2022","163.850","162.770","164.370","159.990","2.05K","0.66%"
"08/12/2022","162.770","155.020","163.690","153.370","3.32K","5.00%"
"08/11/2022","155.020","162.680","163.870","152.890","5.01K","-4.71%"
"08/10/2022","162.680","155.530","164.450","152.520","4.01K","4.60%"
"08/09/2022","155.530","163.750","168.480","153.360","7.61K","-5.02%"
"08/08/2022","163.750","162.070","166.250","159.850","5.74K","1.04%"
"08/07/2022","162.070","157.920","167.920","155.770","5.20K","2.63%"
"08/06/2022","157.920","158.580","161.850","157.350","2.21K","-0.42%"
"08/05/2022","158.580","155.340","158.580","154.570","1.67K","2.09%"
"08/04/2022","155.340","154.420","159.980","153.010","3.39K","0.60%"
"08/03/2022","154.420","154.350","160.990","152.850","3.93K","0.05%"
"08/02/2022","154.350","156.670","157.500","150.670","3.08K","-1.48%"
"08/01/2022","156.670","151.810","157.330","148.860","2.06K","3.20%"
"07/31/2022","151.810","152.560","156.570","151.000","1.32K","-0.49%"
"07/30/2022","152.560","156.750","160.100","151.780","1.04K","-2.67%"
"07/29/2022","156.750","159.520","163.420","155.650","3.19K","-1.74%"
"07/28/2022","159.520","158.620","163.200","153.920","3.02K","0.57%"
"07/27/2022","158.620","149.270","159.710","148.110","4.77K","6.26%"
"07/26/2022","149.270","140.600","149.380","134.570","4.40K","6.17%"
"07/25/2022","140.600","148.750","148.750","140.300","2.33K","-5.48%"
"07/24/2022","148.750","143.520","150.760","143.500","1.27K","3.64%"
"07/23/2022","143.520","146.080","147.990","139.990","2.57K","-1.75%"
"07/22/2022","146.080","147.550","151.400","145.300","4.41K","-1.00%"
"07/21/2022","147.550","148.830","150.000","143.160","4.69K","-0.86%"
"07/20/2022","148.830","143.360","150.640","140.010","7.10K","3.82%"
"07/19/2022","143.360","145.220","146.400","137.050","3.88K","-1.28%"
"07/18/2022","145.220","135.620","146.280","134.680","4.10K","7.08%"
"07/17/2022","135.620","138.020","140.840","133.460","1.16K","-1.74%"
"07/16/2022","138.020","137.740","143.120","134.600","2.18K","0.20%"
"07/15/2022","137.740","133.190","140.000","132.030","3.47K","3.42%"
"07/14/2022","133.190","123.950","134.410","123.390","3.22K","7.45%"
"07/13/2022","123.950","122.760","125.130","117.490","4.50K","0.97%"
"07/12/2022","122.760","126.220","128.880","122.650","3.39K","-2.74%"
"07/11/2022","126.220","127.210","131.830","125.240","5.59K","-0.78%"
"07/10/2022","127.210","124.960","127.210","118.460","1.84K","1.80%"
"07/09/2022","124.960","123.040","126.560","122.660","0.98K","1.56%"
"07/08/2022","123.040","128.360","131.490","122.690","2.59K","-4.14%"
"07/07/2022","128.360","123.130","129.350","123.120","2.85K","4.25%"
"07/06/2022","123.130","118.970","124.320","117.860","4.56K","3.50%"
"07/05/2022","118.970","118.410","121.080","115.660","3.99K","0.47%"
"07/04/2022","118.410","111.480","118.920","110.110","3.57K","6.22%"
"07/03/2022","111.480","111.240","112.810","109.530","1.67K","0.22%"
"07/02/2022","111.240","110.150","113.940","108.750","2.74K","0.99%"
"07/01/2022","110.150","107.750","111.900","106.000","2.21K","2.23%"
"06/30/2022","107.750","113.000","114.510","103.480","5.26K","-4.65%"
"06/29/2022","113.000","111.660","118.940","111.340","2.94K","1.20%"
"06/28/2022","111.660","113.910","116.720","110.140","2.50K","-1.98%"
"06/27/2022","113.910","118.470","123.220","113.200","4.28K","-3.85%"
"06/26/2022","118.470","120.760","127.000","118.230","2.13K","-1.90%"
"06/25/2022","120.760","119.740","121.300","115.000","2.28K","0.85%"
"06/24/2022","119.740","116.580","121.700","116.300","2.63K","2.71%"
"06/23/2022","116.580","105.020","116.580","105.000","3.25K","11.01%"
"06/22/2022","105.020","112.930","112.930","105.020","3.83K","-7.00%"
"06/21/2022","112.930","111.500","118.610","110.050","6.63K","1.28%"
"06/20/2022","111.500","108.960","111.500","103.370","3.94K","2.33%"
"06/19/2022","108.960","99.390","109.850","95.400","8.17K","9.63%"
"06/18/2022","99.390","108.950","109.820","92.590","7.45K","-8.77%"
"06/17/2022","108.950","100.470","110.630","100.470","5.23K","8.44%"
"06/16/2022","100.470","113.000","115.530","98.870","6.05K","-11.09%"
"06/15/2022","113.000","113.350","116.100","99.110","18.46K","-0.31%"
"06/14/2022","113.350","127.260","128.950","111.260","11.49K","-10.93%"
"06/13/2022","127.260","151.520","153.120","124.250","22.45K","-16.01%"
"06/12/2022","151.520","158.320","158.900","145.420","2.86K","-4.30%"
"06/11/2022","158.320","166.020","169.750","153.700","3.20K","-4.67%"
"06/10/2022","166.080","175.070","175.420","164.670","4.12K","-5.14%"
"06/09/2022","175.070","174.170","177.100","172.000","1.55K","0.52%"
"06/08/2022","174.170","175.160","176.950","170.000","2.91K","-0.57%"
"06/07/2022","175.160","177.600","181.790","169.020","4.07K","-1.37%"
"06/06/2022","177.600","175.350","182.140","175.150","1.55K","1.28%"
"06/05/2022","175.350","176.530","179.080","173.670","2.64K","-0.67%"
"06/04/2022","176.530","180.570","182.750","176.060","2.46K","-2.24%"
"06/03/2022","180.570","187.620","187.990","175.060","4.28K","-3.76%"
"06/02/2022","187.620","186.730","189.880","180.520","3.38K","0.48%"
"06/01/2022","186.730","184.340","190.510","180.340","7.00K","1.30%"
"05/31/2022","184.340","189.570","193.370","179.160","9.52K","-2.76%"
"05/30/2022","189.570","173.320","193.650","170.500","6.41K","9.38%"
"05/29/2022","173.320","163.910","175.000","156.610","3.19K","5.74%"
"05/28/2022","163.910","167.910","171.440","162.440","3.80K","-2.38%"
"05/27/2022","167.910","176.050","177.140","164.240","6.30K","-4.62%"
"05/26/2022","176.050","190.410","193.170","173.350","5.86K","-7.54%"
"05/25/2022","190.410","178.910","192.540","178.270","6.39K","6.43%"
"05/24/2022","178.910","173.630","183.430","171.660","4.85K","3.04%"
"05/23/2022","173.630","177.140","186.520","169.750","9.88K","-1.98%"
"05/22/2022","177.140","166.110","178.000","163.340","2.63K","6.64%"
"05/21/2022","166.110","164.650","170.920","161.390","2.31K","0.89%"
"05/20/2022","164.650","157.480","171.620","154.350","10.79K","4.55%"
"05/19/2022","157.480","148.130","160.530","143.770","3.67K","6.31%"
"05/18/2022","148.130","163.890","166.210","147.740","5.13K","-9.62%"
"05/17/2022","163.890","155.120","168.330","155.120","7.33K","5.65%"
"05/16/2022","155.120","164.950","168.020","153.600","8.13K","-5.96%"
"05/15/2022","164.950","147.690","165.950","144.900","8.33K","11.69%"
"05/14/2022","147.690","138.620","148.350","130.430","4.30K","6.54%"
"05/13/2022","138.620","132.170","149.320","130.220","7.07K","4.88%"
"05/12/2022","132.170","132.950","147.500","108.250","25.20K","-0.59%"
"05/11/2022","132.950","154.750","162.720","130.730","20.69K","-14.09%"
"05/10/2022","154.750","163.950","179.300","144.790","16.13K","-5.55%"
"05/09/2022","163.840","205.970","209.580","163.840","10.23K","-20.45%"
"05/08/2022","205.970","193.870","210.330","189.940","14.64K","6.24%"
"05/07/2022","193.870","206.640","211.580","188.340","2.94K","-6.18%"
"05/06/2022","206.640","196.510","207.430","190.000","4.84K","5.15%"
"05/05/2022","196.510","212.130","216.070","189.090","6.34K","-7.36%"
"05/04/2022","212.130","196.990","212.130","195.770","5.77K","7.69%"
"05/03/2022","196.990","189.320","204.750","189.320","4.07K","4.05%"
"05/02/2022","189.320","202.120","205.550","186.950","7.46K","-6.33%"
"05/01/2022","202.120","203.730","216.350","198.000","3.48K","-0.79%"
"04/30/2022","203.730","209.470","221.840","203.300","5.04K","-2.74%"
"04/29/2022","209.470","216.580","223.710","205.490","2.43K","-3.28%"
"04/28/2022","216.580","217.470","226.020","213.100","4.98K","-0.41%"
"04/27/2022","217.470","215.340","222.340","210.190","2.76K","0.99%"
"04/26/2022","215.340","237.480","246.250","214.100","5.04K","-9.32%"
"04/25/2022","237.480","233.890","242.860","221.110","7.38K","1.53%"
"04/24/2022","233.890","247.760","249.240","231.000","5.62K","-5.60%"
"04/23/2022","247.760","248.500","258.950","244.000","1.74K","-0.30%"
"04/22/2022","248.500","257.330","266.210","242.820","3.92K","-3.43%"
"04/21/2022","257.330","245.810","266.540","245.620","10.20K","4.69%"
"04/20/2022","245.810","235.730","250.000","233.230","4.76K","4.28%"
"04/19/2022","235.730","246.640","248.880","232.100","4.84K","-4.42%"
"04/18/2022","246.640","223.730","249.000","218.000","10.38K","10.24%"
"04/17/2022","223.730","218.960","225.280","218.180","1.32K","2.18%"
"04/16/2022","218.960","221.530","221.720","211.660","1.85K","-1.16%"
"04/15/2022","221.530","211.980","222.280","211.000","2.56K","4.51%"
"04/14/2022","211.980","217.700","219.110","206.130","13.31K","-2.63%"
"04/13/2022","217.700","215.200","219.730","210.200","6.08K","1.16%"
"04/12/2022","215.200","208.040","229.800","206.740","9.85K","3.44%"
"04/11/2022","208.040","216.420","224.080","198.440","7.48K","-3.87%"
"04/10/2022","216.420","220.870","224.940","210.760","3.42K","-2.01%"
"04/09/2022","220.870","198.160","225.000","198.160","5.68K","11.46%"
"04/08/2022","198.160","208.980","209.510","197.940","3.49K","-5.18%"
"04/07/2022","208.980","195.690","210.000","195.130","5.11K","6.79%"
"04/06/2022","195.690","203.930","205.390","194.440","16.57K","-4.04%"
"04/05/2022","203.930","202.250","208.650","200.720","3.26K","0.83%"
"04/04/2022","202.250","196.790","204.500","192.550","3.10K","2.77%"
"04/03/2022","196.790","192.300","198.000","190.000","2.47K","2.33%"
"04/02/2022","192.300","197.730","201.680","192.300","1.61K","-2.75%"
"04/01/2022","197.730","191.830","201.000","189.000","3.15K","3.08%"
"03/31/2022","191.830","198.270","199.790","190.000","8.30K","-3.25%"
"03/30/2022","198.270","199.700","200.480","193.910","2.15K","-0.72%"
"03/29/2022","199.700","194.870","203.940","194.870","7.51K","2.48%"
"03/28/2022","194.870","196.560","201.830","194.060","4.07K","-0.86%"
"03/27/2022","196.560","188.720","196.560","187.080","1.76K","4.15%"
"03/26/2022","188.720","182.160","191.000","181.740","3.77K","3.60%"
"03/25/2022","182.160","185.460","185.500","180.990","3.83K","-1.78%"
"03/24/2022","185.460","179.480","185.600","176.780","3.10K","3.33%"
"03/23/2022","179.480","175.690","179.480","173.670","0.96K","2.16%"
"03/22/2022","175.690","174.260","179.610","172.500","2.17K","0.82%"
"03/21/2022","174.260","175.910","177.140","170.910","2.28K","-0.94%"
"03/20/2022","175.910","178.530","185.010","175.490","2.18K","-1.47%"
"03/19/2022","178.530","176.790","182.710","173.160","3.42K","0.98%"
"03/18/2022","176.790","169.570","177.500","167.770","2.75K","4.26%"
"03/17/2022","169.570","172.230","173.630","166.830","3.41K","-1.54%"
"03/16/2022","172.230","167.100","175.660","166.560","4.91K","3.07%"
"03/15/2022","167.100","169.270","174.560","161.200","4.13K","-1.28%"
"03/14/2022","169.270","160.920","170.000","159.800","4.84K","5.19%"
"03/13/2022","160.920","170.300","178.240","160.060","4.98K","-5.51%"
"03/12/2022","170.300","157.180","171.110","155.890","4.19K","8.35%"
"03/11/2022","157.180","162.580","162.580","152.240","3.19K","-3.32%"
"03/10/2022","162.580","170.630","174.100","150.000","11.26K","-4.72%"
"03/09/2022","170.630","186.730","191.080","167.630","9.95K","-8.62%"
"03/08/2022","186.730","145.460","190.170","145.100","16.33K","28.37%"
"03/07/2022","145.460","146.000","149.780","141.510","4.02K","-0.37%"
"03/06/2022","146.000","152.000","159.000","146.000","3.78K","-3.95%"
"03/05/2022","152.000","146.170","152.000","142.680","2.02K","3.99%"
"03/04/2022","146.170","155.490","162.500","143.120","4.41K","-5.99%"
"03/03/2022","155.490","159.610","163.250","154.080","6.14K","-2.58%"
"03/02/2022","159.610","159.850","163.000","155.890","3.36K","-0.15%"
"03/01/2022","159.850","151.990","161.100","151.970","5.33K","5.17%"
"02/28/2022","151.990","135.000","151.990","133.090","5.37K","12.59%"
"02/27/2022","135.000","139.550","141.660","133.390","1.72K","-3.26%"
"02/26/2022","139.550","136.090","142.130","135.430","1.65K","2.54%"
"02/25/2022","136.090","131.400","138.290","130.090","2.61K","3.57%"
"02/24/2022","131.400","131.780","135.620","117.760","8.52K","-0.29%"
"02/23/2022","131.780","133.710","137.880","131.460","2.64K","-1.44%"
"02/22/2022","133.710","131.070","133.780","124.320","5.93K","2.01%"
"02/21/2022","131.070","136.060","142.350","130.330","6.89K","-3.67%"
"02/20/2022","136.060","142.390","142.630","133.600","14.07K","-4.45%"
"02/19/2022","142.390","141.490","146.240","139.860","2.32K","0.64%"
"02/18/2022","141.490","143.820","146.860","140.330","2.55K","-1.62%"
"02/17/2022","143.820","157.780","159.030","143.780","3.28K","-8.85%"
"02/16/2022","157.780","160.580","161.630","156.900","1.56K","-1.74%"
"02/15/2022","160.580","156.130","161.390","154.260","3.53K","2.85%"
"02/14/2022","156.130","153.530","156.920","148.330","1.74K","1.69%"
"02/13/2022","153.530","152.740","154.350","150.610","1.65K","0.52%"
"02/12/2022","152.740","149.260","154.570","145.300","1.80K","2.49%"
"02/11/2022","149.030","157.450","159.300","146.500","2.39K","-5.35%"
"02/10/2022","157.450","162.860","164.000","155.860","9.84K","-3.32%"
"02/09/2022","162.860","156.790","162.860","154.160","2.33K","3.87%"
"02/08/2022","156.790","161.760","164.740","153.040","4.44K","-3.07%"
"02/07/2022","161.760","151.430","161.860","149.300","6.44K","6.82%"
"02/06/2022","151.430","148.180","151.870","145.820","2.09K","2.19%"
"02/05/2022","148.180","144.170","148.760","141.620","2.55K","2.78%"
"02/04/2022","144.170","128.400","144.740","128.400","11.95K","12.28%"
"02/03/2022","128.400","128.340","129.930","124.300","1.96K","0.05%"
"02/02/2022","128.340","129.920","132.820","127.760","3.04K","-1.22%"
"02/01/2022","129.920","131.500","131.820","127.660","4.25K","-1.20%"
"01/31/2022","131.500","132.900","133.040","126.240","3.37K","-1.05%"
"01/30/2022","132.900","137.860","139.170","130.890","1.53K","-3.60%"
"01/29/2022","137.860","133.900","139.730","133.760","2.58K","2.96%"
"01/28/2022","133.900","129.040","134.010","126.800","3.15K","3.77%"
"01/27/2022","129.040","132.250","134.160","124.200","8.04K","-2.43%"
"01/26/2022","132.250","128.430","140.090","126.780","6.33K","2.97%"
"01/25/2022","128.430","129.860","130.930","124.000","7.32K","-1.10%"
"01/24/2022","129.860","137.790","138.240","119.230","12.91K","-5.76%"
"01/23/2022","137.790","134.000","140.530","131.120","4.06K","2.83%"
"01/22/2022","134.000","152.690","154.350","125.000","7.44K","-12.24%"
"01/21/2022","152.690","166.540","170.200","148.000","10.46K","-8.32%"
"01/20/2022","166.540","177.870","186.720","166.500","6.48K","-6.37%"
"01/19/2022","177.870","181.270","187.680","176.250","3.69K","-1.88%"
"01/18/2022","181.270","188.490","191.620","176.630","5.73K","-3.83%"
"01/17/2022","188.490","196.640","201.920","186.220","4.92K","-4.14%"
"01/16/2022","196.640","191.310","199.920","187.810","2.30K","2.79%"
